Model,MSO3012
Firmware Version,2.40

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.0002
Horizontal Delay,0
Sample Interval,2e-07
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Vertical Position,0
,
,
,
Label,
TIME,CH1
-5.102e-04,4.91406
-5.100e-04,4.92
-5.098e-04,4.92281
-5.096e-04,4.915
-5.094e-04,4.915
-5.092e-04,4.91094
-5.090e-04,4.91031
-5.088e-04,4.91188
-5.086e-04,4.91
-5.084e-04,4.92156
-5.082e-04,4.91688
-5.080e-04,4.92469
-5.078e-04,4.90813
-5.076e-04,4.91781
-5.074e-04,4.92
-5.072e-04,4.90719
-5.070e-04,4.91063
-5.068e-04,4.91531
-5.066e-04,4.91031
-5.064e-04,4.91281
-5.062e-04,4.90844
-5.060e-04,4.91375
-5.058e-04,4.90969
-5.056e-04,4.91312
-5.054e-04,4.90906
-5.052e-04,4.91469
-5.050e-04,4.91281
-5.048e-04,4.91094
-5.046e-04,4.91469
-5.044e-04,4.92312
-5.042e-04,4.91563
-5.040e-04,4.915
-5.038e-04,4.90813
-5.036e-04,4.92188
-5.034e-04,4.92031
-5.032e-04,4.91156
-5.030e-04,4.91437
-5.028e-04,4.91094
-5.026e-04,4.91531
-5.024e-04,4.91906
-5.022e-04,4.91594
-5.020e-04,4.91344
-5.018e-04,4.92156
-5.016e-04,4.91875
-5.014e-04,4.91188
-5.012e-04,4.91812
-5.010e-04,4.92344
-5.008e-04,4.91594
-5.006e-04,4.91281
-5.004e-04,4.91875
-5.002e-04,4.91969
-5.000e-04,4.9175
-4.998e-04,4.92063
-4.996e-04,4.90594
-4.994e-04,4.90125
-4.992e-04,4.915
-4.990e-04,4.91906
-4.988e-04,4.91906
-4.986e-04,4.91906
-4.984e-04,4.91594
-4.982e-04,4.90562
-4.980e-04,4.91688
-4.978e-04,4.91219
-4.976e-04,4.91437
-4.974e-04,4.91437
-4.972e-04,4.91406
-4.970e-04,4.91188
-4.968e-04,4.91063
-4.966e-04,4.91063
-4.964e-04,4.91437
-4.962e-04,4.91094
-4.960e-04,4.91031
-4.958e-04,4.90781
-4.956e-04,4.91219
-4.954e-04,4.90656
-4.952e-04,4.91875
-4.950e-04,4.91688
-4.948e-04,4.91844
-4.946e-04,4.90656
-4.944e-04,4.9125
-4.942e-04,4.91
-4.940e-04,4.91312
-4.938e-04,4.90844
-4.936e-04,4.90937
-4.934e-04,4.91437
-4.932e-04,4.90688
-4.930e-04,4.9125
-4.928e-04,4.90625
-4.926e-04,4.91344
-4.924e-04,4.91406
-4.922e-04,4.90375
-4.920e-04,4.91906
-4.918e-04,4.90875
-4.916e-04,4.91
-4.914e-04,4.90656
-4.912e-04,4.91719
-4.910e-04,4.90906
-4.908e-04,4.90625
-4.906e-04,4.91563
-4.904e-04,4.91469
-4.902e-04,4.90906
-4.900e-04,4.915
-4.898e-04,4.90875
-4.896e-04,4.91
-4.894e-04,4.91094
-4.892e-04,4.90906
-4.890e-04,4.91063
-4.888e-04,4.90656
-4.886e-04,4.91875
-4.884e-04,4.91719
-4.882e-04,4.90562
-4.880e-04,4.91156
-4.878e-04,4.91437
-4.876e-04,4.91688
-4.874e-04,4.91719
-4.872e-04,4.91875
-4.870e-04,4.9125
-4.868e-04,4.91469
-4.866e-04,4.90937
-4.864e-04,4.91688
-4.862e-04,4.91188
-4.860e-04,4.91563
-4.858e-04,4.90844
-4.856e-04,4.92094
-4.854e-04,4.91781
-4.852e-04,4.92063
-4.850e-04,4.92375
-4.848e-04,4.90813
-4.846e-04,4.91938
-4.844e-04,4.91344
-4.842e-04,4.91031
-4.840e-04,4.91344
-4.838e-04,4.90656
-4.836e-04,4.92094
-4.834e-04,4.91063
-4.832e-04,4.90188
-4.830e-04,4.91063
-4.828e-04,4.91906
-4.826e-04,4.91719
-4.824e-04,4.92188
-4.822e-04,4.90719
-4.820e-04,4.91875
-4.818e-04,4.90781
-4.816e-04,4.91969
-4.814e-04,4.91531
-4.812e-04,4.91125
-4.810e-04,4.91094
-4.808e-04,4.91219
-4.806e-04,4.92031
-4.804e-04,4.915
-4.802e-04,4.91437
-4.800e-04,4.90719
-4.798e-04,4.90813
-4.796e-04,4.91094
-4.794e-04,4.91719
-4.792e-04,4.90875
-4.790e-04,4.91531
-4.788e-04,4.915
-4.786e-04,4.91437
-4.784e-04,4.91469
-4.782e-04,4.91281
-4.780e-04,4.91969
-4.778e-04,4.91375
-4.776e-04,4.91469
-4.774e-04,4.91156
-4.772e-04,4.91281
-4.770e-04,4.9075
-4.768e-04,4.90844
-4.766e-04,4.91719
-4.764e-04,4.91281
-4.762e-04,4.90969
-4.760e-04,4.91125
-4.758e-04,4.90906
-4.756e-04,4.91219
-4.754e-04,4.91219
-4.752e-04,4.91781
-4.750e-04,4.91656
-4.748e-04,4.9125
-4.746e-04,4.92219
-4.744e-04,4.91531
-4.742e-04,4.92125
-4.740e-04,4.91406
-4.738e-04,4.90594
-4.736e-04,4.91188
-4.734e-04,4.90719
-4.732e-04,4.91406
-4.730e-04,4.91625
-4.728e-04,4.91031
-4.726e-04,4.91625
-4.724e-04,4.90906
-4.722e-04,4.91812
-4.720e-04,4.91125
-4.718e-04,4.91031
-4.716e-04,4.90437
-4.714e-04,4.91563
-4.712e-04,4.90844
-4.710e-04,4.91531
-4.708e-04,4.91563
-4.706e-04,4.92219
-4.704e-04,4.91312
-4.702e-04,4.91469
-4.700e-04,4.90875
-4.698e-04,4.91531
-4.696e-04,4.91375
-4.694e-04,4.90656
-4.692e-04,4.91375
-4.690e-04,4.90625
-4.688e-04,4.91563
-4.686e-04,4.91
-4.684e-04,4.91125
-4.682e-04,4.91281
-4.680e-04,4.91875
-4.678e-04,4.91188
-4.676e-04,4.915
-4.674e-04,4.91688
-4.672e-04,4.91125
-4.670e-04,4.91125
-4.668e-04,4.90937
-4.666e-04,4.91219
-4.664e-04,4.90969
-4.662e-04,4.9125
-4.660e-04,4.91375
-4.658e-04,4.91
-4.656e-04,4.91594
-4.654e-04,4.90875
-4.652e-04,4.90969
-4.650e-04,4.90813
-4.648e-04,4.91344
-4.646e-04,4.90656
-4.644e-04,4.91781
-4.642e-04,4.91625
-4.640e-04,4.91344
-4.638e-04,4.91437
-4.636e-04,4.91375
-4.634e-04,4.91312
-4.632e-04,4.90813
-4.630e-04,4.91812
-4.628e-04,4.91156
-4.626e-04,4.91188
-4.624e-04,4.91
-4.622e-04,4.90656
-4.620e-04,4.91344
-4.618e-04,4.915
-4.616e-04,4.91875
-4.614e-04,4.9075
-4.612e-04,4.91094
-4.610e-04,4.91312
-4.608e-04,4.90937
-4.606e-04,4.91312
-4.604e-04,4.91156
-4.602e-04,4.91094
-4.600e-04,4.91781
-4.598e-04,4.91281
-4.596e-04,4.90813
-4.594e-04,4.90875
-4.592e-04,4.90875
-4.590e-04,4.91063
-4.588e-04,4.91875
-4.586e-04,4.91344
-4.584e-04,4.91125
-4.582e-04,4.91688
-4.580e-04,4.90219
-4.578e-04,4.91938
-4.576e-04,4.91594
-4.574e-04,4.90969
-4.572e-04,4.9075
-4.570e-04,4.91531
-4.568e-04,4.92
-4.566e-04,4.91719
-4.564e-04,4.91
-4.562e-04,4.90937
-4.560e-04,4.91031
-4.558e-04,4.9075
-4.556e-04,4.92063
-4.554e-04,4.90469
-4.552e-04,4.91375
-4.550e-04,4.90125
-4.548e-04,4.91281
-4.546e-04,4.90969
-4.544e-04,4.92063
-4.542e-04,4.91563
-4.540e-04,4.91437
-4.538e-04,4.91125
-4.536e-04,4.91469
-4.534e-04,4.91063
-4.532e-04,4.90906
-4.530e-04,4.91781
-4.528e-04,4.90969
-4.526e-04,4.91906
-4.524e-04,4.91844
-4.522e-04,4.91531
-4.520e-04,4.91531
-4.518e-04,4.91094
-4.516e-04,4.91094
-4.514e-04,4.91281
-4.512e-04,4.91469
-4.510e-04,4.91531
-4.508e-04,4.91219
-4.506e-04,4.915
-4.504e-04,4.91094
-4.502e-04,4.91281
-4.500e-04,4.9125
-4.498e-04,4.91156
-4.496e-04,4.90781
-4.494e-04,4.91188
-4.492e-04,4.90937
-4.490e-04,4.9125
-4.488e-04,4.9125
-4.486e-04,4.91594
-4.484e-04,4.91375
-4.482e-04,4.91625
-4.480e-04,4.91719
-4.478e-04,4.90219
-4.476e-04,4.90688
-4.474e-04,4.905
-4.472e-04,4.90281
-4.470e-04,4.91125
-4.468e-04,4.91094
-4.466e-04,4.91437
-4.464e-04,4.92
-4.462e-04,4.90937
-4.460e-04,4.91688
-4.458e-04,4.91125
-4.456e-04,4.90844
-4.454e-04,4.90406
-4.452e-04,4.90875
-4.450e-04,4.90625
-4.448e-04,4.9025
-4.446e-04,4.91312
-4.444e-04,4.90688
-4.442e-04,4.91
-4.440e-04,4.90688
-4.438e-04,4.91
-4.436e-04,4.91875
-4.434e-04,4.91656
-4.432e-04,4.91563
-4.430e-04,4.91063
-4.428e-04,4.91375
-4.426e-04,4.91281
-4.424e-04,4.91063
-4.422e-04,4.90937
-4.420e-04,4.91375
-4.418e-04,4.90969
-4.416e-04,4.90937
-4.414e-04,4.91375
-4.412e-04,4.90656
-4.410e-04,4.90844
-4.408e-04,4.91125
-4.406e-04,4.90313
-4.404e-04,4.91437
-4.402e-04,4.90844
-4.400e-04,4.90656
-4.398e-04,4.90375
-4.396e-04,4.91188
-4.394e-04,4.91375
-4.392e-04,4.90844
-4.390e-04,4.91063
-4.388e-04,4.90688
-4.386e-04,4.90937
-4.384e-04,4.90906
-4.382e-04,4.90594
-4.380e-04,4.90344
-4.378e-04,4.91625
-4.376e-04,4.90969
-4.374e-04,4.90562
-4.372e-04,4.90906
-4.370e-04,4.905
-4.368e-04,4.90937
-4.366e-04,4.91437
-4.364e-04,4.91563
-4.362e-04,4.91281
-4.360e-04,4.90875
-4.358e-04,4.91031
-4.356e-04,4.90375
-4.354e-04,4.90156
-4.352e-04,4.91219
-4.350e-04,4.91063
-4.348e-04,4.91094
-4.346e-04,4.905
-4.344e-04,4.90906
-4.342e-04,4.91437
-4.340e-04,4.91469
-4.338e-04,4.91563
-4.336e-04,4.92063
-4.334e-04,4.91656
-4.332e-04,4.90594
-4.330e-04,4.90875
-4.328e-04,4.91156
-4.326e-04,4.90813
-4.324e-04,4.90562
-4.322e-04,4.92
-4.320e-04,4.91625
-4.318e-04,4.91188
-4.316e-04,4.90125
-4.314e-04,4.91437
-4.312e-04,4.90437
-4.310e-04,4.90937
-4.308e-04,4.90719
-4.306e-04,4.91031
-4.304e-04,4.90875
-4.302e-04,4.91063
-4.300e-04,4.90594
-4.298e-04,4.91312
-4.296e-04,4.91875
-4.294e-04,4.91375
-4.292e-04,4.90906
-4.290e-04,4.915
-4.288e-04,4.91688
-4.286e-04,4.91312
-4.284e-04,4.91125
-4.282e-04,4.915
-4.280e-04,4.91188
-4.278e-04,4.90656
-4.276e-04,4.91406
-4.274e-04,4.91031
-4.272e-04,4.91688
-4.270e-04,4.92125
-4.268e-04,4.9175
-4.266e-04,4.9125
-4.264e-04,4.90875
-4.262e-04,4.91406
-4.260e-04,4.91156
-4.258e-04,4.91219
-4.256e-04,4.91594
-4.254e-04,4.91312
-4.252e-04,4.91063
-4.250e-04,4.90844
-4.248e-04,4.90156
-4.246e-04,4.9075
-4.244e-04,4.91469
-4.242e-04,4.90813
-4.240e-04,4.91
-4.238e-04,4.91344
-4.236e-04,4.90375
-4.234e-04,4.91188
-4.232e-04,4.92063
-4.230e-04,4.91437
-4.228e-04,4.90656
-4.226e-04,4.91344
-4.224e-04,4.90188
-4.222e-04,4.90813
-4.220e-04,4.90188
-4.218e-04,4.90125
-4.216e-04,4.9075
-4.214e-04,4.91125
-4.212e-04,4.90937
-4.210e-04,4.905
-4.208e-04,4.90375
-4.206e-04,4.905
-4.204e-04,4.90688
-4.202e-04,4.91125
-4.200e-04,4.91125
-4.198e-04,4.91063
-4.196e-04,4.91594
-4.194e-04,4.90625
-4.192e-04,4.91094
-4.190e-04,4.90937
-4.188e-04,4.90781
-4.186e-04,4.90688
-4.184e-04,4.905
-4.182e-04,4.91312
-4.180e-04,4.90875
-4.178e-04,4.90969
-4.176e-04,4.91469
-4.174e-04,4.91156
-4.172e-04,4.91344
-4.170e-04,4.91094
-4.168e-04,4.90844
-4.166e-04,4.91312
-4.164e-04,4.91219
-4.162e-04,4.91125
-4.160e-04,4.90719
-4.158e-04,4.91563
-4.156e-04,4.90844
-4.154e-04,4.90906
-4.152e-04,4.90781
-4.150e-04,4.90688
-4.148e-04,4.91312
-4.146e-04,4.91938
-4.144e-04,4.91469
-4.142e-04,4.91875
-4.140e-04,4.91031
-4.138e-04,4.91063
-4.136e-04,4.91594
-4.134e-04,4.89438
-4.132e-04,4.91563
-4.130e-04,4.90562
-4.128e-04,4.90562
-4.126e-04,4.91437
-4.124e-04,4.90875
-4.122e-04,4.9175
-4.120e-04,4.91063
-4.118e-04,4.91219
-4.116e-04,4.90875
-4.114e-04,4.91437
-4.112e-04,4.90688
-4.110e-04,4.915
-4.108e-04,4.9175
-4.106e-04,4.91906
-4.104e-04,4.91531
-4.102e-04,4.91031
-4.100e-04,4.91031
-4.098e-04,4.91188
-4.096e-04,4.91437
-4.094e-04,4.91406
-4.092e-04,4.90906
-4.090e-04,4.91219
-4.088e-04,4.90719
-4.086e-04,4.91969
-4.084e-04,4.90969
-4.082e-04,4.91594
-4.080e-04,4.91781
-4.078e-04,4.91469
-4.076e-04,4.92
-4.074e-04,4.90844
-4.072e-04,4.90875
-4.070e-04,4.91063
-4.068e-04,4.91094
-4.066e-04,4.91344
-4.064e-04,4.91437
-4.062e-04,4.90969
-4.060e-04,4.91688
-4.058e-04,4.91531
-4.056e-04,4.92031
-4.054e-04,4.90875
-4.052e-04,4.91219
-4.050e-04,4.91406
-4.048e-04,4.91969
-4.046e-04,4.9075
-4.044e-04,4.90781
-4.042e-04,4.90781
-4.040e-04,4.91
-4.038e-04,4.90562
-4.036e-04,4.905
-4.034e-04,4.90937
-4.032e-04,4.9125
-4.030e-04,4.91063
-4.028e-04,4.90844
-4.026e-04,4.90719
-4.024e-04,4.90344
-4.022e-04,4.91094
-4.020e-04,4.91406
-4.018e-04,4.90844
-4.016e-04,4.90969
-4.014e-04,4.90375
-4.012e-04,4.90844
-4.010e-04,4.90594
-4.008e-04,4.90969
-4.006e-04,4.91125
-4.004e-04,4.90625
-4.002e-04,4.90875
-4.000e-04,4.91531
-3.998e-04,4.90625
-3.996e-04,4.90844
-3.994e-04,4.90719
-3.992e-04,4.91594
-3.990e-04,4.91312
-3.988e-04,4.90562
-3.986e-04,4.91344
-3.984e-04,4.90719
-3.982e-04,4.91437
-3.980e-04,4.90906
-3.978e-04,4.90813
-3.976e-04,4.90781
-3.974e-04,4.90781
-3.972e-04,4.91563
-3.970e-04,4.90625
-3.968e-04,4.91344
-3.966e-04,4.9175
-3.964e-04,4.90719
-3.962e-04,4.90937
-3.960e-04,4.91219
-3.958e-04,4.90594
-3.956e-04,4.90156
-3.954e-04,4.90813
-3.952e-04,4.90688
-3.950e-04,4.91406
-3.948e-04,4.90594
-3.946e-04,4.90813
-3.944e-04,4.90813
-3.942e-04,4.91375
-3.940e-04,4.91844
-3.938e-04,4.90937
-3.936e-04,4.91281
-3.934e-04,4.91031
-3.932e-04,4.91219
-3.930e-04,4.90906
-3.928e-04,4.91125
-3.926e-04,4.91437
-3.924e-04,4.91094
-3.922e-04,4.90313
-3.920e-04,4.90969
-3.918e-04,4.90469
-3.916e-04,4.91406
-3.914e-04,4.91031
-3.912e-04,4.91125
-3.910e-04,4.91312
-3.908e-04,4.90688
-3.906e-04,4.91
-3.904e-04,4.91281
-3.902e-04,4.91031
-3.900e-04,4.91188
-3.898e-04,4.91781
-3.896e-04,4.90594
-3.894e-04,4.90875
-3.892e-04,4.91437
-3.890e-04,4.91437
-3.888e-04,4.91531
-3.886e-04,4.90813
-3.884e-04,4.90844
-3.882e-04,4.90219
-3.880e-04,4.91563
-3.878e-04,4.91437
-3.876e-04,4.90562
-3.874e-04,4.90937
-3.872e-04,4.91594
-3.870e-04,4.90156
-3.868e-04,4.91031
-3.866e-04,4.91375
-3.864e-04,4.91
-3.862e-04,4.91156
-3.860e-04,4.91
-3.858e-04,4.91156
-3.856e-04,4.91063
-3.854e-04,4.91312
-3.852e-04,4.91406
-3.850e-04,4.90937
-3.848e-04,4.90375
-3.846e-04,4.91031
-3.844e-04,4.91406
-3.842e-04,4.90688
-3.840e-04,4.91312
-3.838e-04,4.91219
-3.836e-04,4.91219
-3.834e-04,4.90719
-3.832e-04,4.9075
-3.830e-04,4.91563
-3.828e-04,4.91469
-3.826e-04,4.92031
-3.824e-04,4.91344
-3.822e-04,4.90469
-3.820e-04,4.90437
-3.818e-04,4.91
-3.816e-04,4.90781
-3.814e-04,4.90906
-3.812e-04,4.91375
-3.810e-04,4.90969
-3.808e-04,4.90625
-3.806e-04,4.91469
-3.804e-04,4.90375
-3.802e-04,4.90813
-3.800e-04,4.9125
-3.798e-04,4.91375
-3.796e-04,4.91563
-3.794e-04,4.9
-3.792e-04,4.90813
-3.790e-04,4.90969
-3.788e-04,4.91688
-3.786e-04,4.90281
-3.784e-04,4.91031
-3.782e-04,4.91281
-3.780e-04,4.90781
-3.778e-04,4.90937
-3.776e-04,4.9075
-3.774e-04,4.905
-3.772e-04,4.91125
-3.770e-04,4.9025
-3.768e-04,4.91594
-3.766e-04,4.91469
-3.764e-04,4.91188
-3.762e-04,4.90844
-3.760e-04,4.90781
-3.758e-04,4.91156
-3.756e-04,4.915
-3.754e-04,4.90344
-3.752e-04,4.90688
-3.750e-04,4.90813
-3.748e-04,4.90656
-3.746e-04,4.90813
-3.744e-04,4.90844
-3.742e-04,4.91219
-3.740e-04,4.90937
-3.738e-04,4.91812
-3.736e-04,4.90625
-3.734e-04,4.90937
-3.732e-04,4.91656
-3.730e-04,4.91406
-3.728e-04,4.91469
-3.726e-04,4.9175
-3.724e-04,4.91437
-3.722e-04,4.91125
-3.720e-04,4.91375
-3.718e-04,4.91469
-3.716e-04,4.90625
-3.714e-04,4.90781
-3.712e-04,4.91063
-3.710e-04,4.90188
-3.708e-04,4.91719
-3.706e-04,4.91469
-3.704e-04,4.91094
-3.702e-04,4.91469
-3.700e-04,4.91375
-3.698e-04,4.91406
-3.696e-04,4.905
-3.694e-04,4.9175
-3.692e-04,4.91875
-3.690e-04,4.91906
-3.688e-04,4.90656
-3.686e-04,4.90969
-3.684e-04,4.90937
-3.682e-04,4.90344
-3.680e-04,4.91156
-3.678e-04,4.91063
-3.676e-04,4.91063
-3.674e-04,4.90906
-3.672e-04,4.90688
-3.670e-04,4.90813
-3.668e-04,4.91094
-3.666e-04,4.91563
-3.664e-04,4.90844
-3.662e-04,4.90313
-3.660e-04,4.915
-3.658e-04,4.91781
-3.656e-04,4.91312
-3.654e-04,4.90094
-3.652e-04,4.91219
-3.650e-04,4.915
-3.648e-04,4.90344
-3.646e-04,4.9125
-3.644e-04,4.90313
-3.642e-04,4.90906
-3.640e-04,4.91094
-3.638e-04,4.91125
-3.636e-04,4.905
-3.634e-04,4.90844
-3.632e-04,4.90844
-3.630e-04,4.91625
-3.628e-04,4.90937
-3.626e-04,4.91188
-3.624e-04,4.91188
-3.622e-04,4.91031
-3.620e-04,4.91156
-3.618e-04,4.9075
-3.616e-04,4.90906
-3.614e-04,4.90781
-3.612e-04,4.91594
-3.610e-04,4.90625
-3.608e-04,4.90062
-3.606e-04,4.91
-3.604e-04,4.90219
-3.602e-04,4.90375
-3.600e-04,4.91625
-3.598e-04,4.91625
-3.596e-04,4.90813
-3.594e-04,4.91094
-3.592e-04,4.91
-3.590e-04,4.90781
-3.588e-04,4.91156
-3.586e-04,4.91125
-3.584e-04,4.90656
-3.582e-04,4.91406
-3.580e-04,4.91656
-3.578e-04,4.91563
-3.576e-04,4.91375
-3.574e-04,4.91437
-3.572e-04,4.91594
-3.570e-04,4.91094
-3.568e-04,4.9125
-3.566e-04,4.91437
-3.564e-04,4.91188
-3.562e-04,4.91437
-3.560e-04,4.91437
-3.558e-04,4.91375
-3.556e-04,4.91344
-3.554e-04,4.91375
-3.552e-04,4.91
-3.550e-04,4.90906
-3.548e-04,4.90344
-3.546e-04,4.91219
-3.544e-04,4.91219
-3.542e-04,4.91063
-3.540e-04,4.90969
-3.538e-04,4.91125
-3.536e-04,4.91281
-3.534e-04,4.9175
-3.532e-04,4.91969
-3.530e-04,4.91875
-3.528e-04,4.90719
-3.526e-04,4.91406
-3.524e-04,4.91094
-3.522e-04,4.90594
-3.520e-04,4.90625
-3.518e-04,4.90781
-3.516e-04,4.91469
-3.514e-04,4.91469
-3.512e-04,4.9075
-3.510e-04,4.91063
-3.508e-04,4.90875
-3.506e-04,4.90406
-3.504e-04,4.90844
-3.502e-04,4.91625
-3.500e-04,4.91094
-3.498e-04,4.91688
-3.496e-04,4.91594
-3.494e-04,4.90937
-3.492e-04,4.90969
-3.490e-04,4.90469
-3.488e-04,4.91031
-3.486e-04,4.91
-3.484e-04,4.91406
-3.482e-04,4.91125
-3.480e-04,4.9175
-3.478e-04,4.9125
-3.476e-04,4.90844
-3.474e-04,4.91656
-3.472e-04,4.91188
-3.470e-04,4.91188
-3.468e-04,4.91219
-3.466e-04,4.9075
-3.464e-04,4.91
-3.462e-04,4.91312
-3.460e-04,4.91
-3.458e-04,4.90906
-3.456e-04,4.91156
-3.454e-04,4.91688
-3.452e-04,4.90688
-3.450e-04,4.91188
-3.448e-04,4.90156
-3.446e-04,4.91281
-3.444e-04,4.9125
-3.442e-04,4.9075
-3.440e-04,4.91281
-3.438e-04,4.89187
-3.436e-04,4.90125
-3.434e-04,4.90156
-3.432e-04,4.91188
-3.430e-04,4.90594
-3.428e-04,4.90906
-3.426e-04,4.91437
-3.424e-04,4.91437
-3.422e-04,4.91625
-3.420e-04,4.91875
-3.418e-04,4.91156
-3.416e-04,4.91156
-3.414e-04,4.91156
-3.412e-04,4.90937
-3.410e-04,4.91
-3.408e-04,4.92125
-3.406e-04,4.90937
-3.404e-04,4.91656
-3.402e-04,4.9125
-3.400e-04,4.92125
-3.398e-04,4.90906
-3.396e-04,4.91188
-3.394e-04,4.90656
-3.392e-04,4.92031
-3.390e-04,4.91437
-3.388e-04,4.9175
-3.386e-04,4.91312
-3.384e-04,4.91063
-3.382e-04,4.9175
-3.380e-04,4.91469
-3.378e-04,4.91312
-3.376e-04,4.90844
-3.374e-04,4.91656
-3.372e-04,4.91375
-3.370e-04,4.91531
-3.368e-04,4.90594
-3.366e-04,4.915
-3.364e-04,4.91531
-3.362e-04,4.92094
-3.360e-04,4.92031
-3.358e-04,4.91437
-3.356e-04,4.91844
-3.354e-04,4.92031
-3.352e-04,4.91156
-3.350e-04,4.90562
-3.348e-04,4.91594
-3.346e-04,4.91406
-3.344e-04,4.91594
-3.342e-04,4.915
-3.340e-04,4.91437
-3.338e-04,4.915
-3.336e-04,4.91344
-3.334e-04,4.91125
-3.332e-04,4.91531
-3.330e-04,4.915
-3.328e-04,4.92094
-3.326e-04,4.91969
-3.324e-04,4.91312
-3.322e-04,4.90688
-3.320e-04,4.91844
-3.318e-04,4.91219
-3.316e-04,4.92156
-3.314e-04,4.91281
-3.312e-04,4.90844
-3.310e-04,4.90875
-3.308e-04,4.9175
-3.306e-04,4.90688
-3.304e-04,4.91625
-3.302e-04,4.91125
-3.300e-04,4.90906
-3.298e-04,4.91219
-3.296e-04,4.91
-3.294e-04,4.91094
-3.292e-04,4.91031
-3.290e-04,4.91188
-3.288e-04,4.91125
-3.286e-04,4.91625
-3.284e-04,4.91594
-3.282e-04,4.91656
-3.280e-04,4.91844
-3.278e-04,4.9125
-3.276e-04,4.90781
-3.274e-04,4.91625
-3.272e-04,4.91281
-3.270e-04,4.90437
-3.268e-04,4.91469
-3.266e-04,4.91344
-3.264e-04,4.9025
-3.262e-04,4.91437
-3.260e-04,4.91281
-3.258e-04,4.91125
-3.256e-04,4.90688
-3.254e-04,4.90969
-3.252e-04,4.90781
-3.250e-04,4.90875
-3.248e-04,4.91125
-3.246e-04,4.91656
-3.244e-04,4.91031
-3.242e-04,4.91594
-3.240e-04,4.91094
-3.238e-04,4.90969
-3.236e-04,4.91281
-3.234e-04,4.91281
-3.232e-04,4.90656
-3.230e-04,4.91656
-3.228e-04,4.91781
-3.226e-04,4.90625
-3.224e-04,4.90937
-3.222e-04,4.91344
-3.220e-04,4.91281
-3.218e-04,4.91469
-3.216e-04,4.91125
-3.214e-04,4.91375
-3.212e-04,4.91469
-3.210e-04,4.91188
-3.208e-04,4.91688
-3.206e-04,4.91812
-3.204e-04,4.91188
-3.202e-04,4.91125
-3.200e-04,4.91031
-3.198e-04,4.90625
-3.196e-04,4.90969
-3.194e-04,4.91312
-3.192e-04,4.90594
-3.190e-04,4.91344
-3.188e-04,4.915
-3.186e-04,4.91469
-3.184e-04,4.9075
-3.182e-04,4.91625
-3.180e-04,4.91188
-3.178e-04,4.91094
-3.176e-04,4.9125
-3.174e-04,4.90625
-3.172e-04,4.91094
-3.170e-04,4.91375
-3.168e-04,4.90813
-3.166e-04,4.91281
-3.164e-04,4.91719
-3.162e-04,4.91344
-3.160e-04,4.91563
-3.158e-04,4.91375
-3.156e-04,4.91188
-3.154e-04,4.91594
-3.152e-04,4.91156
-3.150e-04,4.91156
-3.148e-04,4.91531
-3.146e-04,4.91625
-3.144e-04,4.90969
-3.142e-04,4.91781
-3.140e-04,4.91406
-3.138e-04,4.92
-3.136e-04,4.9175
-3.134e-04,4.91125
-3.132e-04,4.91031
-3.130e-04,4.90969
-3.128e-04,4.91344
-3.126e-04,4.91563
-3.124e-04,4.91219
-3.122e-04,4.91219
-3.120e-04,4.91156
-3.118e-04,4.91375
-3.116e-04,4.91437
-3.114e-04,4.90344
-3.112e-04,4.90562
-3.110e-04,4.91031
-3.108e-04,4.91437
-3.106e-04,4.91406
-3.104e-04,4.9125
-3.102e-04,4.90625
-3.100e-04,4.90937
-3.098e-04,4.91812
-3.096e-04,4.91563
-3.094e-04,4.90906
-3.092e-04,4.90594
-3.090e-04,4.90594
-3.088e-04,4.90781
-3.086e-04,4.90813
-3.084e-04,4.91563
-3.082e-04,4.91375
-3.080e-04,4.90437
-3.078e-04,4.91
-3.076e-04,4.90281
-3.074e-04,4.91063
-3.072e-04,4.91125
-3.070e-04,4.91594
-3.068e-04,4.91563
-3.066e-04,4.91531
-3.064e-04,4.91125
-3.062e-04,4.90906
-3.060e-04,4.90188
-3.058e-04,4.91188
-3.056e-04,4.91094
-3.054e-04,4.91812
-3.052e-04,4.90844
-3.050e-04,4.91125
-3.048e-04,4.90969
-3.046e-04,4.91594
-3.044e-04,4.91
-3.042e-04,4.91063
-3.040e-04,4.91594
-3.038e-04,4.905
-3.036e-04,4.90906
-3.034e-04,4.91406
-3.032e-04,4.91
-3.030e-04,4.90625
-3.028e-04,4.91094
-3.026e-04,4.91031
-3.024e-04,4.91344
-3.022e-04,4.90875
-3.020e-04,4.91375
-3.018e-04,4.91188
-3.016e-04,4.91656
-3.014e-04,4.90844
-3.012e-04,4.91188
-3.010e-04,4.90906
-3.008e-04,4.91031
-3.006e-04,4.91375
-3.004e-04,4.91344
-3.002e-04,4.91938
-3.000e-04,4.90406
-2.998e-04,4.90937
-2.996e-04,4.91406
-2.994e-04,4.91781
-2.992e-04,4.905
-2.990e-04,4.91219
-2.988e-04,4.90688
-2.986e-04,4.91875
-2.984e-04,4.91375
-2.982e-04,4.9175
-2.980e-04,4.90688
-2.978e-04,4.9125
-2.976e-04,4.90813
-2.974e-04,4.91656
-2.972e-04,4.91563
-2.970e-04,4.90781
-2.968e-04,4.91656
