Model,MSO3012
Firmware Version,2.40

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.0002
Horizontal Delay,0
Sample Interval,2e-07
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Vertical Position,0
,
,
,
Label,
TIME,CH1
-1.820e-05,-0.03875
-1.800e-05,-0.033125
-1.780e-05,-0.0371875
-1.760e-05,-0.033125
-1.740e-05,-0.0278125
-1.720e-05,-0.0275
-1.700e-05,-0.0346875
-1.680e-05,-0.035625
-1.660e-05,-0.0375
-1.640e-05,-0.03
-1.620e-05,-0.0403125
-1.600e-05,-0.0278125
-1.580e-05,-0.036875
-1.560e-05,-0.0384375
-1.540e-05,-0.0353125
-1.520e-05,-0.0421875
-1.500e-05,-0.03125
-1.480e-05,-0.034375
-1.460e-05,-0.0253125
-1.440e-05,-0.0321875
-1.420e-05,-0.03625
-1.400e-05,-0.03375
-1.380e-05,-0.0328125
-1.360e-05,-0.0328125
-1.340e-05,-0.030625
-1.320e-05,-0.03625
-1.300e-05,-0.03625
-1.280e-05,-0.0325
-1.260e-05,-0.0340625
-1.240e-05,-0.036875
-1.220e-05,-0.0371875
-1.200e-05,-0.029375
-1.180e-05,-0.0378125
-1.160e-05,-0.0396875
-1.140e-05,-0.0340625
-1.120e-05,-0.040625
-1.100e-05,-0.030625
-1.080e-05,-0.0375
-1.060e-05,-0.0359375
-1.040e-05,-0.0340625
-1.020e-05,-0.0346875
-1.000e-05,-0.034375
-9.800e-06,-0.0409375
-9.600e-06,-0.03375
-9.400e-06,-0.033125
-9.200e-06,-0.0359375
-9.000e-06,-0.0353125
-8.800e-06,-0.0403125
-8.600e-06,-0.0415625
-8.400e-06,-0.0415625
-8.200e-06,-0.02875
-8.000e-06,-0.03375
-7.800e-06,-0.04125
-7.600e-06,-0.0421875
-7.400e-06,-0.039375
-7.200e-06,-0.03875
-7.000e-06,-0.031875
-6.800e-06,-0.031875
-6.600e-06,-0.03875
-6.400e-06,-0.0309375
-6.200e-06,-0.0415625
-6.000e-06,-0.0328125
-5.800e-06,-0.0315625
-5.600e-06,-0.038125
-5.400e-06,-0.034375
-5.200e-06,-0.040625
-5.000e-06,-0.03625
-4.800e-06,-0.0334375
-4.600e-06,-0.0415625
-4.400e-06,-0.036875
-4.200e-06,-0.0415625
-4.000e-06,-0.0375
-3.800e-06,-0.0328125
-3.600e-06,-0.0375
-3.400e-06,-0.0353125
-3.200e-06,-0.0353125
-3.000e-06,-0.038125
-2.800e-06,-0.034375
-2.600e-06,-0.038125
-2.400e-06,-0.033125
-2.200e-06,-0.036875
-2.000e-06,-0.0290625
-1.800e-06,-0.0346875
-1.600e-06,-0.030625
-1.400e-06,-0.039375
-1.200e-06,-0.0371875
-1.000e-06,-0.039375
-8.000e-07,-0.0371875
-6.000e-07,-0.035
-4.000e-07,-0.0425
-2.000e-07,0.175937
0.000e+00,3.5825
2.000e-07,4.80187
4.000e-07,4.86906
6.000e-07,4.87406
8.000e-07,4.86844
1.000e-06,4.865
1.200e-06,4.87469
1.400e-06,4.87312
1.600e-06,4.865
1.800e-06,4.87219
2.000e-06,4.8725
2.200e-06,4.87063
2.400e-06,4.88219
2.600e-06,4.88656
2.800e-06,4.87531
3.000e-06,4.89
3.200e-06,4.88844
3.400e-06,4.88063
3.600e-06,4.88781
3.800e-06,4.88687
4.000e-06,4.8775
4.200e-06,4.88187
4.400e-06,4.89094
4.600e-06,4.89
4.800e-06,4.89906
5.000e-06,4.90156
5.200e-06,4.89406
5.400e-06,4.89969
5.600e-06,4.91188
5.800e-06,4.90219
6.000e-06,4.90188
6.200e-06,4.90188
6.400e-06,4.90437
6.600e-06,4.91406
6.800e-06,4.90562
7.000e-06,4.89719
7.200e-06,4.90219
7.400e-06,4.90406
7.600e-06,4.89969
7.800e-06,4.90781
8.000e-06,4.90313
8.200e-06,4.90562
8.400e-06,4.90125
8.600e-06,4.90344
8.800e-06,4.90062
9.000e-06,4.90562
9.200e-06,4.91594
9.400e-06,4.90625
9.600e-06,4.915
9.800e-06,4.91437
1.000e-05,4.90844
1.020e-05,4.90469
1.040e-05,4.91188
1.060e-05,4.91437
1.080e-05,4.90562
1.100e-05,4.91125
1.120e-05,4.90469
1.140e-05,4.91563
1.160e-05,4.91125
1.180e-05,4.91437
1.200e-05,4.91094
1.220e-05,4.91312
1.240e-05,4.90719
1.260e-05,4.91531
1.280e-05,4.91812
1.300e-05,4.91688
1.320e-05,4.91625
1.340e-05,4.91188
1.360e-05,4.90906
1.380e-05,4.90719
1.400e-05,4.91969
1.420e-05,4.91188
1.440e-05,4.91563
1.460e-05,4.91781
1.480e-05,4.91875
1.500e-05,4.91938
1.520e-05,4.91719
1.540e-05,4.91969
1.560e-05,4.91625
1.580e-05,4.91344
1.600e-05,4.91906
1.620e-05,4.90375
1.640e-05,4.91
1.660e-05,4.91375
1.680e-05,4.91688
1.700e-05,4.9175
1.720e-05,4.91094
1.740e-05,4.92063
1.760e-05,4.91812
1.780e-05,4.92375
1.800e-05,4.91906
1.820e-05,4.91312
1.840e-05,4.91563
1.860e-05,4.91906
1.880e-05,4.91781
1.900e-05,4.91031
1.920e-05,4.90969
1.940e-05,4.91812
1.960e-05,4.91312
1.980e-05,4.91719
2.000e-05,4.91375
2.020e-05,4.91188
2.040e-05,4.91469
2.060e-05,4.91812
2.080e-05,4.91594
2.100e-05,4.91406
2.120e-05,4.90844
2.140e-05,4.91375
2.160e-05,4.91188
2.180e-05,4.91469
2.200e-05,4.92
2.220e-05,4.91094
2.240e-05,4.91312
2.260e-05,4.91219
2.280e-05,4.90875
2.300e-05,4.915
2.320e-05,4.91188
2.340e-05,4.91688
2.360e-05,4.91781
2.380e-05,4.90313
2.400e-05,4.91844
2.420e-05,4.91156
2.440e-05,4.91563
2.460e-05,4.91312
2.480e-05,4.91469
2.500e-05,4.91375
2.520e-05,4.90875
2.540e-05,4.91063
2.560e-05,4.91437
2.580e-05,4.91281
2.600e-05,4.91812
2.620e-05,4.91188
2.640e-05,4.91312
2.660e-05,4.915
2.680e-05,4.9125
2.700e-05,4.90375
2.720e-05,4.90562
2.740e-05,4.91719
2.760e-05,4.90844
2.780e-05,4.90844
2.800e-05,4.91594
2.820e-05,4.91125
2.840e-05,4.90313
2.860e-05,4.90281
2.880e-05,4.91188
2.900e-05,4.91375
2.920e-05,4.90937
2.940e-05,4.91656
2.960e-05,4.91344
2.980e-05,4.91688
3.000e-05,4.91219
3.020e-05,4.91375
3.040e-05,4.91125
3.060e-05,4.91437
3.080e-05,4.91344
3.100e-05,4.915
3.120e-05,4.91625
3.140e-05,4.91406
3.160e-05,4.90781
3.180e-05,4.9075
3.200e-05,4.9125
3.220e-05,4.9125
3.240e-05,4.91719
3.260e-05,4.91938
3.280e-05,4.91563
3.300e-05,4.92063
3.320e-05,4.91688
3.340e-05,4.91312
3.360e-05,4.91656
3.380e-05,4.90969
3.400e-05,4.91125
3.420e-05,4.91031
3.440e-05,4.90375
3.460e-05,4.91406
3.480e-05,4.91375
3.500e-05,4.91844
3.520e-05,4.91437
3.540e-05,4.91625
3.560e-05,4.91375
3.580e-05,4.90813
3.600e-05,4.90875
3.620e-05,4.91
3.640e-05,4.91563
3.660e-05,4.91219
3.680e-05,4.91437
3.700e-05,4.91219
3.720e-05,4.9175
3.740e-05,4.91437
3.760e-05,4.91375
3.780e-05,4.91469
3.800e-05,4.91625
3.820e-05,4.91469
3.840e-05,4.91031
3.860e-05,4.91531
3.880e-05,4.91281
3.900e-05,4.91437
3.920e-05,4.91625
3.940e-05,4.92188
3.960e-05,4.91938
3.980e-05,4.91437
4.000e-05,4.91031
4.020e-05,4.91094
4.040e-05,4.90562
4.060e-05,4.91906
4.080e-05,4.91094
4.100e-05,4.91156
4.120e-05,4.9125
4.140e-05,4.91406
4.160e-05,4.91125
4.180e-05,4.90688
4.200e-05,4.91219
4.220e-05,4.91563
4.240e-05,4.91656
4.260e-05,4.91
4.280e-05,4.92031
4.300e-05,4.91406
4.320e-05,4.91469
4.340e-05,4.91531
4.360e-05,4.91688
4.380e-05,4.91219
4.400e-05,4.91312
4.420e-05,4.90875
4.440e-05,4.90906
4.460e-05,4.91219
4.480e-05,4.91469
4.500e-05,4.91594
4.520e-05,4.90562
4.540e-05,4.91594
4.560e-05,4.9125
4.580e-05,4.91375
4.600e-05,4.90469
4.620e-05,4.91094
4.640e-05,4.91406
4.660e-05,4.91594
4.680e-05,4.90562
4.700e-05,4.91469
4.720e-05,4.905
4.740e-05,4.90469
4.760e-05,4.91094
4.780e-05,4.91594
4.800e-05,4.90969
4.820e-05,4.91469
4.840e-05,4.90781
4.860e-05,4.91844
4.880e-05,4.90844
4.900e-05,4.9075
4.920e-05,4.90937
4.940e-05,4.915
4.960e-05,4.91781
4.980e-05,4.91531
5.000e-05,4.91437
5.020e-05,4.91437
5.040e-05,4.90344
5.060e-05,4.9125
5.080e-05,4.90594
5.100e-05,4.91656
5.120e-05,4.91281
5.140e-05,4.91094
5.160e-05,4.91344
5.180e-05,4.90875
5.200e-05,4.89906
5.220e-05,4.90844
5.240e-05,4.9125
5.260e-05,4.91
5.280e-05,4.91344
5.300e-05,4.91125
5.320e-05,4.90344
5.340e-05,4.91031
5.360e-05,4.91594
5.380e-05,4.9125
5.400e-05,4.91719
5.420e-05,4.91719
5.440e-05,4.90656
5.460e-05,4.91594
5.480e-05,4.91375
5.500e-05,4.91406
5.520e-05,4.90094
5.540e-05,4.90656
5.560e-05,4.91312
5.580e-05,4.91563
5.600e-05,4.91063
5.620e-05,4.91219
5.640e-05,4.91437
5.660e-05,4.91156
5.680e-05,4.90969
5.700e-05,4.91375
5.720e-05,4.91125
5.740e-05,4.91719
5.760e-05,4.91875
5.780e-05,4.91125
5.800e-05,4.91312
5.820e-05,4.9125
5.840e-05,4.91063
5.860e-05,4.91656
5.880e-05,4.91719
5.900e-05,4.90969
5.920e-05,4.90813
5.940e-05,4.91094
5.960e-05,4.91563
5.980e-05,4.91375
6.000e-05,4.91406
6.020e-05,4.90813
6.040e-05,4.91219
6.060e-05,4.90937
6.080e-05,4.9125
6.100e-05,4.91031
6.120e-05,4.91063
6.140e-05,4.91469
6.160e-05,4.9175
6.180e-05,4.91
6.200e-05,4.91344
6.220e-05,4.91344
6.240e-05,4.91656
6.260e-05,4.91563
6.280e-05,4.91469
6.300e-05,4.91344
6.320e-05,4.91719
6.340e-05,4.91563
6.360e-05,4.91344
6.380e-05,4.90594
6.400e-05,4.905
6.420e-05,4.90906
6.440e-05,4.91344
6.460e-05,4.9125
6.480e-05,4.91156
6.500e-05,4.91219
6.520e-05,4.90719
6.540e-05,4.91125
6.560e-05,4.91812
6.580e-05,4.91625
6.600e-05,4.91406
6.620e-05,4.91406
6.640e-05,4.9125
6.660e-05,4.91344
6.680e-05,4.91031
6.700e-05,4.90937
6.720e-05,4.91719
6.740e-05,4.91531
6.760e-05,4.91344
6.780e-05,4.91312
6.800e-05,4.90375
6.820e-05,4.91812
6.840e-05,4.9075
6.860e-05,4.90375
6.880e-05,4.905
6.900e-05,4.91625
6.920e-05,4.90844
6.940e-05,4.90844
6.960e-05,4.91906
6.980e-05,4.91563
7.000e-05,4.91312
7.020e-05,4.91437
7.040e-05,4.90719
7.060e-05,4.90688
7.080e-05,4.91156
7.100e-05,4.89875
7.120e-05,4.90562
7.140e-05,4.91063
7.160e-05,4.91219
7.180e-05,4.91156
7.200e-05,4.91563
7.220e-05,4.90594
7.240e-05,4.90469
7.260e-05,4.90656
7.280e-05,4.90656
7.300e-05,4.91656
7.320e-05,4.90875
7.340e-05,4.91406
7.360e-05,4.91375
7.380e-05,4.91563
7.400e-05,4.9125
7.420e-05,4.91437
7.440e-05,4.91281
7.460e-05,4.91281
7.480e-05,4.90719
7.500e-05,4.90406
7.520e-05,4.8975
7.540e-05,4.90406
7.560e-05,4.90594
7.580e-05,4.90031
7.600e-05,4.90469
7.620e-05,4.91563
7.640e-05,4.9175
7.660e-05,4.91
7.680e-05,4.91563
7.700e-05,4.91563
7.720e-05,4.91781
7.740e-05,4.90937
7.760e-05,4.9075
7.780e-05,4.91156
7.800e-05,4.91406
7.820e-05,4.89781
7.840e-05,4.90219
7.860e-05,4.91031
7.880e-05,4.90656
7.900e-05,4.90719
7.920e-05,4.91
7.940e-05,4.90281
7.960e-05,4.90875
7.980e-05,4.90562
8.000e-05,4.91938
8.020e-05,4.90844
8.040e-05,4.91469
8.060e-05,4.91125
8.080e-05,4.90656
8.100e-05,4.90937
8.120e-05,4.91563
8.140e-05,4.915
8.160e-05,4.91156
8.180e-05,4.91188
8.200e-05,4.915
8.220e-05,4.9075
8.240e-05,4.9075
8.260e-05,4.91406
8.280e-05,4.90906
8.300e-05,4.90906
8.320e-05,4.91312
8.340e-05,4.91844
8.360e-05,4.91188
8.380e-05,4.91469
8.400e-05,4.91594
8.420e-05,4.91469
8.440e-05,4.90844
8.460e-05,4.915
8.480e-05,4.90875
8.500e-05,4.90562
8.520e-05,4.91656
8.540e-05,4.90625
8.560e-05,4.90781
8.580e-05,4.90844
8.600e-05,4.90813
8.620e-05,4.91375
8.640e-05,4.90875
8.660e-05,4.90781
8.680e-05,4.91
8.700e-05,4.91281
8.720e-05,4.90625
8.740e-05,4.91594
8.760e-05,4.91031
8.780e-05,4.91375
8.800e-05,4.90656
8.820e-05,4.9075
8.840e-05,4.91375
8.860e-05,4.90281
8.880e-05,4.90625
8.900e-05,4.91
8.920e-05,4.90844
8.940e-05,4.91375
8.960e-05,4.90719
8.980e-05,4.91219
9.000e-05,4.91625
9.020e-05,4.91312
9.040e-05,4.91688
9.060e-05,4.91625
9.080e-05,4.91188
9.100e-05,4.90594
9.120e-05,4.91031
9.140e-05,4.90781
9.160e-05,4.91188
9.180e-05,4.90937
9.200e-05,4.90313
9.220e-05,4.91063
9.240e-05,4.90219
9.260e-05,4.90594
9.280e-05,4.91156
9.300e-05,4.91188
9.320e-05,4.915
9.340e-05,4.90906
9.360e-05,4.91094
9.380e-05,4.91
9.400e-05,4.915
9.420e-05,4.90719
9.440e-05,4.90844
9.460e-05,4.90188
9.480e-05,4.91312
9.500e-05,4.91375
9.520e-05,4.90469
9.540e-05,4.90688
9.560e-05,4.91031
9.580e-05,4.9025
9.600e-05,4.91344
9.620e-05,4.9175
9.640e-05,4.91656
9.660e-05,4.90625
9.680e-05,4.91312
9.700e-05,4.90813
9.720e-05,4.9125
9.740e-05,4.91875
9.760e-05,4.91844
9.780e-05,4.91312
9.800e-05,4.90625
9.820e-05,4.91312
9.840e-05,4.91281
9.860e-05,4.91656
9.880e-05,4.90031
9.900e-05,4.91
9.920e-05,4.90906
9.940e-05,4.90844
9.960e-05,4.91125
9.980e-05,4.91094
1.000e-04,4.91
1.002e-04,4.91063
1.004e-04,4.91063
1.006e-04,4.90719
1.008e-04,4.9075
1.010e-04,4.90562
1.012e-04,4.90656
1.014e-04,4.91344
1.016e-04,4.90688
1.018e-04,4.905
1.020e-04,4.90344
1.022e-04,4.90813
1.024e-04,4.90813
1.026e-04,4.90937
1.028e-04,4.905
1.030e-04,4.9075
1.032e-04,4.91312
1.034e-04,4.90906
1.036e-04,4.90375
1.038e-04,4.91
1.040e-04,4.90469
1.042e-04,4.90625
1.044e-04,4.9125
1.046e-04,4.9075
1.048e-04,4.90656
1.050e-04,4.91344
1.052e-04,4.90688
1.054e-04,4.91375
1.056e-04,4.915
1.058e-04,4.90875
1.060e-04,4.91063
1.062e-04,4.91125
1.064e-04,4.90719
1.066e-04,4.90656
1.068e-04,4.91125
1.070e-04,4.91188
1.072e-04,4.91063
1.074e-04,4.90906
1.076e-04,4.90875
1.078e-04,4.91
1.080e-04,4.91125
1.082e-04,4.91281
1.084e-04,4.91125
1.086e-04,4.90781
1.088e-04,4.91625
1.090e-04,4.91125
1.092e-04,4.91344
1.094e-04,4.91
1.096e-04,4.90219
1.098e-04,4.90625
1.100e-04,4.91031
1.102e-04,4.91781
1.104e-04,4.915
1.106e-04,4.90781
1.108e-04,4.90469
1.110e-04,4.91125
1.112e-04,4.91906
1.114e-04,4.90437
1.116e-04,4.91219
1.118e-04,4.90406
1.120e-04,4.89938
1.122e-04,4.90344
1.124e-04,4.90875
1.126e-04,4.91094
1.128e-04,4.90844
1.130e-04,4.90719
1.132e-04,4.90906
1.134e-04,4.91031
1.136e-04,4.91219
1.138e-04,4.90719
1.140e-04,4.90562
1.142e-04,4.90969
1.144e-04,4.90437
1.146e-04,4.91688
1.148e-04,4.90969
1.150e-04,4.91312
1.152e-04,4.91469
1.154e-04,4.91094
1.156e-04,4.90656
1.158e-04,4.91188
1.160e-04,4.91063
1.162e-04,4.91656
1.164e-04,4.90719
1.166e-04,4.91625
1.168e-04,4.91
1.170e-04,4.91656
1.172e-04,4.91469
1.174e-04,4.91469
1.176e-04,4.91719
1.178e-04,4.91375
1.180e-04,4.91
1.182e-04,4.91781
1.184e-04,4.91375
1.186e-04,4.9075
1.188e-04,4.91594
1.190e-04,4.91
1.192e-04,4.91
1.194e-04,4.90813
1.196e-04,4.90813
1.198e-04,4.90188
1.200e-04,4.91312
1.202e-04,4.90625
1.204e-04,4.91531
1.206e-04,4.9125
1.208e-04,4.90937
1.210e-04,4.91375
1.212e-04,4.91375
1.214e-04,4.91219
1.216e-04,4.91156
1.218e-04,4.91125
1.220e-04,4.91188
1.222e-04,4.90437
1.224e-04,4.90937
1.226e-04,4.90625
1.228e-04,4.91094
1.230e-04,4.91156
1.232e-04,4.91156
1.234e-04,4.90719
1.236e-04,4.91312
1.238e-04,4.90937
1.240e-04,4.91188
1.242e-04,4.915
1.244e-04,4.91469
1.246e-04,4.90562
1.248e-04,4.90094
1.250e-04,4.90844
1.252e-04,4.8975
1.254e-04,4.90437
1.256e-04,4.90688
1.258e-04,4.91094
1.260e-04,4.89875
1.262e-04,4.91188
1.264e-04,4.90719
1.266e-04,4.90969
1.268e-04,4.90344
1.270e-04,4.91719
1.272e-04,4.90813
1.274e-04,4.90781
1.276e-04,4.90188
1.278e-04,4.90719
1.280e-04,4.90313
1.282e-04,4.91437
1.284e-04,4.91469
1.286e-04,4.91469
1.288e-04,4.91531
1.290e-04,4.90969
1.292e-04,4.905
1.294e-04,4.905
1.296e-04,4.9125
1.298e-04,4.90406
1.300e-04,4.91594
1.302e-04,4.91344
1.304e-04,4.90406
1.306e-04,4.91281
1.308e-04,4.90344
1.310e-04,4.90906
1.312e-04,4.91125
1.314e-04,4.9125
1.316e-04,4.9075
1.318e-04,4.91719
1.320e-04,4.90625
1.322e-04,4.90656
1.324e-04,4.91156
1.326e-04,4.90781
1.328e-04,4.91219
1.330e-04,4.90031
1.332e-04,4.91094
1.334e-04,4.91625
1.336e-04,4.90844
1.338e-04,4.90625
1.340e-04,4.90844
1.342e-04,4.91281
1.344e-04,4.91094
1.346e-04,4.90469
1.348e-04,4.91344
1.350e-04,4.91469
1.352e-04,4.91781
1.354e-04,4.90781
1.356e-04,4.905
1.358e-04,4.90281
1.360e-04,4.90875
1.362e-04,4.90719
1.364e-04,4.9175
1.366e-04,4.90781
1.368e-04,4.91156
1.370e-04,4.90875
1.372e-04,4.91437
1.374e-04,4.91156
1.376e-04,4.92063
1.378e-04,4.91781
1.380e-04,4.91375
1.382e-04,4.90719
1.384e-04,4.91219
1.386e-04,4.90781
1.388e-04,4.90937
1.390e-04,4.905
1.392e-04,4.915
1.394e-04,4.91531
1.396e-04,4.90906
1.398e-04,4.91406
1.400e-04,4.90406
1.402e-04,4.915
1.404e-04,4.9175
1.406e-04,4.90781
1.408e-04,4.91
1.410e-04,4.91875
1.412e-04,4.91437
1.414e-04,4.90625
1.416e-04,4.91875
1.418e-04,4.91031
1.420e-04,4.9075
1.422e-04,4.91563
1.424e-04,4.9125
1.426e-04,4.90656
1.428e-04,4.91219
1.430e-04,4.90313
1.432e-04,4.90688
1.434e-04,4.90906
1.436e-04,4.91125
1.438e-04,4.90937
1.440e-04,4.90937
1.442e-04,4.91156
1.444e-04,4.90719
1.446e-04,4.91219
1.448e-04,4.91219
1.450e-04,4.92094
1.452e-04,4.91469
1.454e-04,4.91437
1.456e-04,4.91
1.458e-04,4.90219
1.460e-04,4.90688
1.462e-04,4.90875
1.464e-04,4.9125
1.466e-04,4.90594
1.468e-04,4.91375
1.470e-04,4.91
1.472e-04,4.91625
1.474e-04,4.91469
1.476e-04,4.92063
1.478e-04,4.91531
1.480e-04,4.9125
1.482e-04,4.91594
1.484e-04,4.91063
1.486e-04,4.91906
1.488e-04,4.90813
1.490e-04,4.91125
1.492e-04,4.91656
1.494e-04,4.91125
1.496e-04,4.91094
1.498e-04,4.90562
1.500e-04,4.90937
1.502e-04,4.90156
1.504e-04,4.91281
1.506e-04,4.90875
1.508e-04,4.91
1.510e-04,4.91656
1.512e-04,4.91688
1.514e-04,4.91969
1.516e-04,4.91656
1.518e-04,4.90469
1.520e-04,4.90781
1.522e-04,4.91094
1.524e-04,4.9025
1.526e-04,4.90937
1.528e-04,4.90937
1.530e-04,4.91437
1.532e-04,4.91469
1.534e-04,4.91219
1.536e-04,4.91406
1.538e-04,4.915
1.540e-04,4.91625
1.542e-04,4.91563
1.544e-04,4.91
1.546e-04,4.91563
1.548e-04,4.90719
1.550e-04,4.90719
1.552e-04,4.9175
1.554e-04,4.9075
1.556e-04,4.91
1.558e-04,4.90656
1.560e-04,4.91344
1.562e-04,4.90719
1.564e-04,4.91437
1.566e-04,4.90344
1.568e-04,4.90656
1.570e-04,4.91719
1.572e-04,4.90719
1.574e-04,4.9175
1.576e-04,4.91625
1.578e-04,4.91719
1.580e-04,4.92
1.582e-04,4.91156
1.584e-04,4.91219
1.586e-04,4.91812
1.588e-04,4.91219
1.590e-04,4.91469
1.592e-04,4.90562
1.594e-04,4.90625
1.596e-04,4.91437
1.598e-04,4.90688
1.600e-04,4.90469
1.602e-04,4.90844
1.604e-04,4.91406
1.606e-04,4.90813
1.608e-04,4.9075
1.610e-04,4.91719
1.612e-04,4.90094
1.614e-04,4.91
1.616e-04,4.91125
1.618e-04,4.9025
1.620e-04,4.91406
1.622e-04,4.90906
1.624e-04,4.9125
1.626e-04,4.91312
1.628e-04,4.90406
1.630e-04,4.91031
1.632e-04,4.90656
1.634e-04,4.90688
1.636e-04,4.91312
1.638e-04,4.91219
1.640e-04,4.91125
1.642e-04,4.90844
1.644e-04,4.91406
1.646e-04,4.91531
1.648e-04,4.91125
1.650e-04,4.91312
1.652e-04,4.91156
1.654e-04,4.9025
1.656e-04,4.91281
1.658e-04,4.91219
1.660e-04,4.91063
1.662e-04,4.9225
1.664e-04,4.90937
1.666e-04,4.90844
1.668e-04,4.91594
1.670e-04,4.91656
1.672e-04,4.91406
1.674e-04,4.91469
1.676e-04,4.91219
1.678e-04,4.90875
1.680e-04,4.91625
1.682e-04,4.91625
1.684e-04,4.91375
1.686e-04,4.91125
1.688e-04,4.91812
1.690e-04,4.91656
1.692e-04,4.91219
1.694e-04,4.9075
1.696e-04,4.91094
1.698e-04,4.915
1.700e-04,4.91625
1.702e-04,4.91156
1.704e-04,4.91563
1.706e-04,4.91281
1.708e-04,4.91563
1.710e-04,4.91938
1.712e-04,4.91594
1.714e-04,4.91969
1.716e-04,4.91312
1.718e-04,4.91281
1.720e-04,4.9225
1.722e-04,4.91688
1.724e-04,4.91406
1.726e-04,4.91469
1.728e-04,4.91281
1.730e-04,4.91375
1.732e-04,4.91406
1.734e-04,4.91219
1.736e-04,4.91375
1.738e-04,4.91063
1.740e-04,4.90969
1.742e-04,4.91656
1.744e-04,4.91281
1.746e-04,4.91594
1.748e-04,4.91625
1.750e-04,4.90594
1.752e-04,4.91281
1.754e-04,4.90844
1.756e-04,4.91156
1.758e-04,4.92
1.760e-04,4.92281
1.762e-04,4.92219
1.764e-04,4.92125
1.766e-04,4.92094
1.768e-04,4.91531
1.770e-04,4.91875
1.772e-04,4.91156
1.774e-04,4.91969
1.776e-04,4.91688
1.778e-04,4.91406
1.780e-04,4.91437
1.782e-04,4.91781
1.784e-04,4.91969
1.786e-04,4.925
1.788e-04,4.92906
1.790e-04,4.91844
1.792e-04,4.9175
1.794e-04,4.91781
1.796e-04,4.91125
1.798e-04,4.91875
1.800e-04,4.91625
1.802e-04,4.91437
1.804e-04,4.91531
1.806e-04,4.91188
1.808e-04,4.90906
1.810e-04,4.91469
1.812e-04,4.91469
1.814e-04,4.91094
1.816e-04,4.91875
1.818e-04,4.91344
1.820e-04,4.91344
1.822e-04,4.90437
1.824e-04,4.91719
1.826e-04,4.91406
1.828e-04,4.90719
1.830e-04,4.91281
1.832e-04,4.91156
1.834e-04,4.91719
1.836e-04,4.91
1.838e-04,4.91281
1.840e-04,4.90969
1.842e-04,4.91281
1.844e-04,4.90844
1.846e-04,4.91437
1.848e-04,4.90844
1.850e-04,4.91688
1.852e-04,4.91594
1.854e-04,4.91688
1.856e-04,4.91625
1.858e-04,4.90781
1.860e-04,4.91375
1.862e-04,4.9125
1.864e-04,4.91812
1.866e-04,4.91625
1.868e-04,4.9125
1.870e-04,4.91406
1.872e-04,4.90781
1.874e-04,4.90906
1.876e-04,4.91219
1.878e-04,4.91906
1.880e-04,4.91875
1.882e-04,4.91781
1.884e-04,4.91156
1.886e-04,4.91719
1.888e-04,4.91781
1.890e-04,4.91344
1.892e-04,4.91156
1.894e-04,4.91594
1.896e-04,4.91031
1.898e-04,4.9075
1.900e-04,4.9025
1.902e-04,4.91781
1.904e-04,4.91406
1.906e-04,4.91031
1.908e-04,4.9125
1.910e-04,4.91188
1.912e-04,4.91563
1.914e-04,4.91625
1.916e-04,4.90625
1.918e-04,4.91469
1.920e-04,4.91563
1.922e-04,4.9075
1.924e-04,4.9075
1.926e-04,4.90781
1.928e-04,4.91375
1.930e-04,4.91031
1.932e-04,4.91
1.934e-04,4.91188
1.936e-04,4.91344
1.938e-04,4.91375
1.940e-04,4.91344
1.942e-04,4.90906
1.944e-04,4.91281
1.946e-04,4.91156
1.948e-04,4.90969
1.950e-04,4.91094
1.952e-04,4.91625
1.954e-04,4.91406
1.956e-04,4.91344
1.958e-04,4.91312
1.960e-04,4.90688
1.962e-04,4.90781
1.964e-04,4.91063
1.966e-04,4.91156
1.968e-04,4.90844
1.970e-04,4.90813
1.972e-04,4.90844
1.974e-04,4.91125
1.976e-04,4.91219
1.978e-04,4.90937
1.980e-04,4.91125
1.982e-04,4.92219
1.984e-04,4.90844
1.986e-04,4.91406
1.988e-04,4.91188
1.990e-04,4.90781
1.992e-04,4.91344
1.994e-04,4.91219
1.996e-04,4.90656
1.998e-04,4.91875
2.000e-04,4.91094
2.002e-04,4.91312
2.004e-04,4.91375
2.006e-04,4.90813
2.008e-04,4.91375
2.010e-04,4.91531
2.012e-04,4.91906
2.014e-04,4.91125
2.016e-04,4.90562
2.018e-04,4.92
2.020e-04,4.91656
2.022e-04,4.91437
2.024e-04,4.90437
2.026e-04,4.90688
2.028e-04,4.91406
2.030e-04,4.91188
2.032e-04,4.90906
2.034e-04,4.91344
2.036e-04,4.91281
2.038e-04,4.92031
2.040e-04,4.91437
2.042e-04,4.91563
2.044e-04,4.90937
2.046e-04,4.91312
2.048e-04,4.915
2.050e-04,4.90594
2.052e-04,4.91844
2.054e-04,4.91594
2.056e-04,4.91719
2.058e-04,4.91344
2.060e-04,4.90281
2.062e-04,4.91344
2.064e-04,4.90844
2.066e-04,4.91625
2.068e-04,4.91531
2.070e-04,4.91625
2.072e-04,4.9125
2.074e-04,4.91406
2.076e-04,4.915
2.078e-04,4.91188
2.080e-04,4.91344
2.082e-04,4.91719
2.084e-04,4.91563
2.086e-04,4.91781
2.088e-04,4.91969
2.090e-04,4.92094
2.092e-04,4.91281
